premise,hypothesis,true_label,predicted_label,word_overlap,categories,has_negation
Woman with headscarf and girl in red costume dress walk through urban area.,The woman has a scarf on her head.,entailment,neutral,12.50%,"low_overlap, missed_entailment",False
2 rows of woman walking towards each other on the sidewalk outside of a store with a boy 50% sign on the golden framed windows.,The rows designate some kind of award.,contradiction,neutral,42.86%,quantifier,False
A man wearing a baseball hate is checking his phone,The man is looking at the screen of a cell phone.,entailment,neutral,30.00%,missed_entailment,False
A man wearing a baseball hate is checking his phone,The man loves baseball an goes to lots of games.,neutral,contradiction,20.00%,other,False
A little girl offers a ball to an upset toddler on a grassy field while a man in bermuda shorts stands behind them.,A father plays ball with his children on a grassy field.,neutral,contradiction,40.00%,other,False
A woman in a headscarf and a boy wearing blue look to the right while sitting against a wall.,The woman is not near the boy,neutral,contradiction,50.00%,negation,True
A woman in a headscarf and a boy wearing blue look to the right while sitting against a wall.,The woman and the boy are sitting near a wall and each other,neutral,entailment,54.55%,"quantifier, false_entailment",False
"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush.",The bushes are getting trimmed by guys.,neutral,entailment,14.29%,"low_overlap, false_entailment",False
Group of children listening to security guard.,The children are behaving,neutral,contradiction,25.00%,short_hypothesis,False
A woman and a man are sword fighting.,Two people have engaged in a sword fight and both are dead.,contradiction,neutral,33.33%,other,False
A woman and a man are sword fighting.,A woman appears to be beating a man in a sword fight.,neutral,entailment,40.00%,false_entailment,False
The room full of youths reacts emotionally as they spectate.,a room of kids dancing.,contradiction,entailment,40.00%,missed_contradiction,False
A woman in a tomato-colored jogging suit carries both a red purse and a navy blue messenger bag.,The woman is holding a net.,contradiction,entailment,33.33%,missed_contradiction,False
A guy looking out over the scenic forest.,There are birds flying over the forest.,neutral,contradiction,42.86%,other,False
A woman prepares ingredients for a bowl of soup.,A soup bowl prepares a woman.,contradiction,entailment,60.00%,missed_contradiction,False
A woman prepares ingredients for a bowl of soup.,A woman is cutting carrots.,neutral,contradiction,40.00%,other,False
Two people riding bikes in the rain at skate park.,It is springtime outside.,contradiction,neutral,0.00%,"low_overlap, short_hypothesis",False
A person is out in the water at the beach while the sun sets.,A person is laying on the shore.,contradiction,neutral,57.14%,other,False
Two hockey players battling for the puck after a face off.,The hockey sticks are a natural color.,neutral,contradiction,42.86%,other,False
A sumo wrestler accepting an award.,A wrestler is fighting.,contradiction,entailment,50.00%,"short_hypothesis, missed_contradiction",False
Three adult bystanders and one child looking up toward the sky while standing on the sidewalk.,A man and his three children watch the helium balloons float higher in the air.,contradiction,neutral,21.43%,long_hypothesis,False
Two people are sitting under a tent while another stands.,People are camping.,entailment,neutral,66.67%,"negation, short_hypothesis, missed_entailment",True
A man with a blue and gray shirt is standing in front of a metal fence while taking a picture of the landscape.,A man photographs a field.,entailment,neutral,50.00%,missed_entailment,False
A man with a blue and gray shirt is standing in front of a metal fence while taking a picture of the landscape.,A man gets his picture taken.,contradiction,entailment,50.00%,missed_contradiction,False
One man stops to give a sweet kiss to a cow near a train on an overpass.,the man is watching the trains pass,contradiction,neutral,16.67%,low_overlap,False
two bicyclists in spandex and helmets in a race pedaling uphill.,"The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill.",contradiction,neutral,25.00%,"long_hypothesis, quantifier",False
People dancing and being watched by a man wearing a shirt that says security.,The man works security for the venue.,entailment,neutral,16.67%,"low_overlap, missed_entailment",False
A man is wearing blue button down shirt talking to media during a crowded protest.,The man is Abraham Lincoln.,contradiction,neutral,40.00%,other,False
A man is wearing blue button down shirt talking to media during a crowded protest.,A man is giving an interview.,entailment,contradiction,50.00%,false_contradiction,False
A skateboarder does a trick at a skate park.,The skateboarder is performing a heelie kick flip.,entailment,neutral,25.00%,missed_entailment,False
"Four men are playing soccer, two in white jerseys, one in a red jersey and a goalie in the background.",Two opposing teams that are playing soccer have colorful jerseys.,entailment,neutral,30.00%,missed_entailment,False
Two people are walking down the street holding hands in the fall.,A couple is waiting to go outside.,contradiction,neutral,0.00%,low_overlap,False
Two children are sleeping while someone is fingering through a book of music.,The music is quiet.,neutral,entailment,25.00%,"short_hypothesis, false_entailment",False
Two children are sleeping while someone is fingering through a book of music.,The children are at a birthday party.,contradiction,neutral,42.86%,other,False
A skydiving instructor with a student strapped together while skydiving.,People are jumping from a plane.,entailment,contradiction,16.67%,"low_overlap, false_contradiction",False
A skydiving instructor with a student strapped together while skydiving.,Two men are jumping from a plane.,neutral,contradiction,14.29%,low_overlap,False
A square full of people and life.,The square is busy.,entailment,neutral,25.00%,"short_hypothesis, missed_entailment",False
The little dog walking on the grass has a red bow in its hair.,The dog is wearing a dress.,contradiction,neutral,50.00%,other,False
A boy in dark blue clothes is kneeling while holding a toy.,The boy in dark clothes is playing with his toy on the floor.,entailment,neutral,41.67%,missed_entailment,False
A boy in dark blue clothes is kneeling while holding a toy.,A boy is playing with his toy.,entailment,neutral,57.14%,missed_entailment,False
A group of Japanese women wearing matching outfits walking across a crosswalk while passersby stare.,The outfits are all black.,neutral,contradiction,20.00%,quantifier,False
A man juggles flaming objects with a fence and a car in the background.,A risk taking juggler.,entailment,neutral,25.00%,"short_hypothesis, missed_entailment",False
A woman in a poky dot jacket jumping in the snow with shopping bags on both of her wrists a city.,A lady in a polka dot jacket jumping in the snow with shopping bags on both of her wrists a city.,entailment,contradiction,88.89%,"negation, high_overlap, long_hypothesis, false_contradiction",True
A woman in a black coat is riding her bike on a street as a man in shorts and a striped top looks at her as he passes her.,A man is checking out a woman as she rides by on her red bike.,entailment,neutral,50.00%,"long_hypothesis, missed_entailment",False
Woman helps bride into dress.,A woman zips a wedding dress.,neutral,entailment,40.00%,false_entailment,False
Two women are looking at bread in packages on a table.,The women are sitting at a table.,neutral,entailment,71.43%,"high_overlap, false_entailment",False
A man and a female doing some type of martial arts.,Two people spar using some form of martial arts.,neutral,entailment,44.44%,"quantifier, false_entailment",False
An Asian man is standing on a rusty dock surrounded by ropes and tires and is sticking a fishing pole into the water in front of him.,The smugglers will be coming into port shortly to pillage,contradiction,neutral,20.00%,other,False
Three children in swimsuites are having fun outside near a white building.,Some children outside having fun and playing.,entailment,neutral,57.14%,"quantifier, missed_entailment",False
A man in an orange hat and brown jacket and pants running on snow in snowshoes.,a man running on the track,contradiction,neutral,66.67%,negation,True
Two elderly men having a conversation.,Two elderly woman having a conversation with their children.,neutral,contradiction,44.44%,other,False
A balding man with a checkered shirt and khaki pants naps on his recliner with his keys on his lap.,A old man recliner with his keys,entailment,neutral,85.71%,"high_overlap, missed_entailment",False
A balding man with a checkered shirt and khaki pants naps on his recliner with his keys on his lap.,A old man interact with his keys,neutral,entailment,71.43%,"high_overlap, false_entailment",False
A boy in sandals is looking at a camera in a busy street.,A boy is looking at electronics near a road,entailment,contradiction,62.50%,false_contradiction,False
Rugby player in blue dives to tackle the ball carrier in white.,A rugby player is playing in a match.,entailment,neutral,42.86%,missed_entailment,False
A woman dressed as Snow White walks with other girls in costume down a street.,A woman is dressed as a fairy tale character.,entailment,contradiction,50.00%,"negation, false_contradiction",True
A butterfly costumed girl waves at the crowd.,A butterfly costumed girl is standing on the stage.,neutral,contradiction,55.56%,other,False
A boy with a board strapped to his feet does a trick while holding onto some kind of rope.,A boy is showing off for his friends.,entailment,neutral,37.50%,"quantifier, missed_entailment",False
A young woman rides by herself on a swinging carnival ride.,A woman is enjoying herself.,entailment,neutral,40.00%,missed_entailment,False
A young boy falls off his skateboard into a pile of brown leaves in the road.,A young boy falls down in Autumn.,entailment,neutral,71.43%,"high_overlap, missed_entailment",False
A mountain biker clad in protective gear clears a small dirt mound on a track while an audience watches.,A biker leaps over a clad at a mountain bike show.,neutral,entailment,44.44%,false_entailment,False
Two men in yellow jackets and black pants have medals.,The men have been given an award at some point.,entailment,neutral,20.00%,"quantifier, missed_entailment",False
"A blue uniformed rollerskater is struggling for the lead against a long-haired, tattooed and red uniformed rollerskater.",The rollerskaters are well informer.,contradiction,neutral,20.00%,other,False
A young boy wearing safety swimming gear and goggles is in a pool.,A child wears water wings while swimming.,neutral,contradiction,14.29%,low_overlap,False
A man sits as a man behind him washes a bus.,Mark Twain has convinced Huckleberry Finn to wash the entire bus while Twain outlines his new novel.,contradiction,neutral,0.00%,"negation, low_overlap, long_hypothesis",True
A man sits as a man behind him washes a bus.,"One man works, another man works on his sitting.",entailment,neutral,12.50%,"negation, low_overlap, missed_entailment",True
A man wears a brightly colored ceremonial robe while holding a similarly colored cone shaped hat with a star on top.,The wizard casts a spell,neutral,contradiction,20.00%,other,False
A young man is caught in midair while doing a skateboard trick in an urban environment.,The man is upside down in the air.,neutral,entailment,42.86%,false_entailment,False
A man in a fleece jacket works with a piece of tin.,A man is wearing a brown jacket.,neutral,contradiction,33.33%,other,False
"A young boy in a Boy Scout shirt sits in a folding camp chair indoors, with other similar chairs around him, and a green tent behind him.",The young boy scout is cleaning up the aftermath of an awesome party.,contradiction,neutral,25.00%,other,False
A man drawing pictures of individuals sits under an umbrella with previous works such as justin beiber around him.,an artist works,neutral,entailment,66.67%,"short_hypothesis, false_entailment",False
A person on a motorcycle.,a couple on a motorcycle,contradiction,neutral,50.00%,other,False
A young man is having his dreadlocks cutoff by a woman with scissors.,The young man has twisted hair.,entailment,neutral,33.33%,missed_entailment,False
Small boys in sports jerseys play with a yellow ball.,A pee-wee football team at practice,neutral,contradiction,16.67%,low_overlap,False
A young women dips her feet into a natural spring in an outdoor setting.,A college aged woman is sitting by a spring.,neutral,contradiction,12.50%,low_overlap,False
A dark colored man receives felicitations from a white colored woman which is seen by another white colored man.,A lady is scolding a man,contradiction,neutral,60.00%,negation,True
Three men and two women stand facing the ocean from the shore on a sunny day.,People stand in the ocean waves.,neutral,entailment,50.00%,false_entailment,False
"Three middle-age women are on a stage, one singing and the other two cheerleading in blue uniforms.",All of the women are wearing tracksuits.,neutral,contradiction,42.86%,quantifier,False
"Three middle-age women are on a stage, one singing and the other two cheerleading in blue uniforms.",The older women are singing.,neutral,entailment,60.00%,false_entailment,False
A clerk at a store is idling a waiting for next customer.,Clerk waits in checkout line.,entailment,neutral,20.00%,missed_entailment,False
A clerk at a store is idling a waiting for next customer.,Clerk is busy ringing up products.,contradiction,neutral,33.33%,other,False
"A man and woman stand facing each other, the man holding an instrument and the woman holding a piece of paper.",The duo are singing a song.,neutral,contradiction,33.33%,quantifier,False
A girls sports team putting their hands in a circle to do a bonding cheer.,Cheerleaders doing a cheer,neutral,entailment,25.00%,"short_hypothesis, false_entailment",False
A person in a red hat with a huge backpack going hiking.,The person is in a hat has a big bag while walking on a tough terrain.,neutral,entailment,28.57%,"long_hypothesis, false_entailment",False
Two men are in a bare room sweeping the floor.,Two janitors sweep,entailment,neutral,33.33%,"short_hypothesis, missed_entailment",False
Several women with long hair and mini-dresses walk together.,A group of ladies leaves the hair salon.,neutral,contradiction,12.50%,"low_overlap, quantifier",False
"A man holds a sign outside a hotel that reads ""Ok Ok Ok, I need money for beer, pot and a hooker.""",A man is holding up a humorous sign.,entailment,neutral,28.57%,missed_entailment,False
"A man holds a sign outside a hotel that reads ""Ok Ok Ok, I need money for beer, pot and a hooker.""",The man is appealing to morality.,contradiction,neutral,16.67%,low_overlap,False
A man is performing tricks with his superbike.,A man is riding a bike.,entailment,contradiction,60.00%,false_contradiction,False
"A man wearing a tan hat and shirt, an orange safety vest, and dark glasses gestures towards a nearby car.",The car honks its horn.,neutral,contradiction,0.00%,low_overlap,False
"A group of people, men, women and children gathered around a table stacked with merchandise.",There are products on the furniture.,neutral,entailment,0.00%,"low_overlap, false_entailment",False
People crowded around toys on a table.,People are looking at something.,neutral,entailment,20.00%,false_entailment,False
People crowded around toys on a table.,People are in the middle of the Christmas rush.,neutral,contradiction,12.50%,low_overlap,False
A man and a woman repairing something.,A couple work together to make dinner in the kitchen.,contradiction,neutral,10.00%,low_overlap,False
A woman in a blue shirt stands with her hands on her hips.,The woman in the blue shirt is looking at paintings in a museum.,neutral,contradiction,45.45%,other,False
A man grabs the spokes of his bicycle while he jumps.,A man owns a bicycle.,neutral,entailment,50.00%,false_entailment,False
A person performs a snowboarding trick on a rail as a man crouches down to get a better view.,The person snowboards well.,entailment,neutral,25.00%,"negation, short_hypothesis, missed_entailment",True
A woman at a campground.,A woman out in the forest.,neutral,contradiction,33.33%,other,False
A woman in a white t-shirt points at a geyser.,The women points at the frozen glacier off the side of the cruise ship.,contradiction,neutral,18.18%,low_overlap,False
Dog standing with 1 foot up in a large field.,The dog is standing on one leg.,contradiction,entailment,28.57%,missed_contradiction,False
Four people in a kitchen,Four people in a kitchen cooking.,entailment,neutral,83.33%,"high_overlap, missed_entailment",False
A person is folding laundry on the floor.,A man is folding his laundry while sitting on the floor.,entailment,neutral,63.64%,missed_entailment,False
A person is folding laundry on the floor.,A person is shampooing the carpet.,contradiction,neutral,66.67%,other,False
A woman on vacation enjoying a vanilla ice cream cone.,A woman is putting ice cream in her shoe.,contradiction,entailment,44.44%,missed_contradiction,False
A man pulls a bicycle-driven cart through a city alley.,A man is in an urban location.,neutral,entailment,28.57%,false_entailment,False
A man pulls a bicycle-driven cart through a city alley.,A man is pulling his ice cream cart.,neutral,contradiction,25.00%,other,False
A rather tall man and a woman wearing a red top and blue jeans waiting at on the sidewalk.,The man and woman are standing next to a road.,entailment,contradiction,50.00%,false_contradiction,False
A rather tall man and a woman wearing a red top and blue jeans waiting at on the sidewalk.,The man and woman are walking to the pharmacy.,contradiction,neutral,50.00%,other,False
"A lone red, white, and black race car is being driven by a single driver on a racetrack.",car making a lap of the ground,neutral,contradiction,28.57%,other,False
Young girl playing with chocolate milk powder.,She ate the chocolate milk poweder unmixed,neutral,contradiction,28.57%,other,False
Young girl playing with chocolate milk powder.,The girl is a grandparent,contradiction,neutral,20.00%,other,False
Seated street musician in black derby plays wind instrument with no one listening or watching.,The man is playing Clarinet.,neutral,contradiction,0.00%,"negation, low_overlap",True
Seated street musician in black derby plays wind instrument with no one listening or watching.,The man sitting down is a musician.,neutral,entailment,0.00%,"negation, low_overlap, false_entailment",True
A black girl and white girl walking hand and hand in a busy area of a city with a public train in the background.,Some kids take public transit.,neutral,entailment,20.00%,"quantifier, false_entailment",False
A group of people wearing light blue shirts and dark blue pants moving around all together.,A group of people in similar clothing are aware of each other.,entailment,neutral,36.36%,"quantifier, missed_entailment",False
A man in black is crossing the road.,He is walking on his hands.,contradiction,neutral,16.67%,low_overlap,False
"Two men not wearing any pants are sitting next to each other, both reading, on public transportation.",The two men are wearing swimshorts.,neutral,contradiction,66.67%,"negation, quantifier",True
"Several people prepare their stalls that consist of fish, vegetables and fruits for the public eye.",a bunch of people wait in stalls,neutral,entailment,42.86%,"quantifier, false_entailment",False
A man in a green and black coat is leaning on trashcan.,The man in a shirt is leaning on a post.,contradiction,entailment,66.67%,missed_contradiction,False
A person with dark hair is standing on the sidewalk in front of an orange and white truck.,The person gets in the white truck.,entailment,contradiction,83.33%,"high_overlap, false_contradiction",False
A person with dark hair is standing on the sidewalk in front of an orange and white truck.,The man is standing on the sidewalk.,entailment,neutral,66.67%,missed_entailment,False
Man waters plants as woman in orange shirt walks by.,The man is near water.,contradiction,entailment,20.00%,missed_contradiction,False
Worker sawing a large fish with a band saw.,Workers are preparing their dinner meal,neutral,contradiction,0.00%,low_overlap,False
A girl carries large sacks across a backdrop of foliage.,a girl with a sack also known as a he she,contradiction,neutral,22.22%,negation,True
"Three people on bicycles, pedaling down the side of a road, with a jeep following them.",Three people on bicycles are chasing a jeep.,contradiction,entailment,50.00%,missed_contradiction,False
A woman wearing a blue hairnet and apron talks over her shoulder as she grasps a plastic pitcher.,She is working in a school cafeteria.,neutral,contradiction,28.57%,other,False
A woman wearing a blue hairnet and apron talks over her shoulder as she grasps a plastic pitcher.,The woman woman wearing the hairnet is getting her hair done at the salon.,neutral,contradiction,36.36%,other,False
"Performers wearing bright robes, one with a long necklace and some masks.",The people are athletes,contradiction,neutral,0.00%,"low_overlap, short_hypothesis, quantifier",False
"Performers wearing bright robes, one with a long necklace and some masks.",The people are perfomers,entailment,neutral,0.00%,"low_overlap, short_hypothesis, quantifier, missed_entailment",False
"A man wearing a black jacket plays on his smartphone, while the little girl next to him wearing a scarf and blue jacket reads a book.",The person is playing on his tablet.,contradiction,entailment,42.86%,missed_contradiction,False
A man in a bicycle is passing through a house with blue doors.,A man is looking at a painting.,contradiction,neutral,50.00%,other,False
This lady had a lot of freckles.,The freckles are all over the bridge of her nose.,neutral,contradiction,11.11%,"negation, low_overlap, quantifier",True
Two dogs swimming.,Two dogs chasing a stick in the lake.,neutral,contradiction,25.00%,other,False
A little girl is walking over a path of numbers.,The girl is walking on the grass.,contradiction,neutral,50.00%,other,False
A little girl is walking over a path of numbers.,The girl is outside.,neutral,entailment,50.00%,"short_hypothesis, false_entailment",False
A little girl is walking over a path of numbers.,She is playing hopscotch.,neutral,contradiction,25.00%,short_hypothesis,False
Two construction workers sitting around a hole with a third construction worker in it.,Men are building a skyscraper.,contradiction,neutral,20.00%,other,False
A black woman balancing a large platter on her head that has many bagged items on it.,A woman lugging things over her back,contradiction,entailment,42.86%,"quantifier, missed_contradiction",False
A young girl throws sand toward the ocean.,The girl can't stand the ocean,neutral,entailment,40.00%,"negation, false_entailment",True
Older lady checking out her goods at the check-out counter.,A woman is out shopping.,neutral,entailment,20.00%,false_entailment,False
A dog is running through an obstacle course in front of a group of people.,A dog is showcasing its agility,entailment,neutral,50.00%,missed_entailment,False
A cabin shot of a very crowded airplane,The airplane is in the sky.,neutral,contradiction,20.00%,other,False
"Three men stand on the beach, fully clothed.",Three men by the ocean.,neutral,entailment,60.00%,false_entailment,False
"A man in his 30's is sitting on a curb of a busy sidewalk, dressed in a furry green costume.",The man just lost his job playing Oscar the Grouch at Sesame Place because he kicked a child.,neutral,contradiction,17.65%,"low_overlap, long_hypothesis",False
"A man in his 30's is sitting on a curb of a busy sidewalk, dressed in a furry green costume.",The man really has furry green skin.,contradiction,neutral,42.86%,other,False
A couple of friends have a drink.,Two men are at a bar.,neutral,contradiction,16.67%,low_overlap,False
A pedestrian adjusting shoes and accessories.,The pedestrian is out for a nice walk.,neutral,contradiction,25.00%,other,False
A pedestrian adjusting shoes and accessories.,The pedestrian is only wearing socks.,contradiction,neutral,16.67%,low_overlap,False
A woman in red shorts is writing on a tablet.,A woman is taking notes.,neutral,entailment,60.00%,"negation, false_entailment",True
A lady dances in a polka dot dress and a head of flowers with a fan clasped in her hand while others are looking in a different direction with two men holding onto a ladder and others discussing.,A woman works on a new porch.,contradiction,neutral,16.67%,low_overlap,False
Young lady during a performance of modern dance.,The young lady is working out.,neutral,contradiction,33.33%,other,False
Man working behind a watch repair booth on the street.,A man is working behind the small business on the street.,entailment,neutral,70.00%,missed_entailment,False
A group at an outdoor party includes a man wearing camouflage pants with neon orange boots and suspenders.,The group is wearing bright clothing.,neutral,entailment,33.33%,false_entailment,False
A band of people playing brass instruments is performing outside.,A jazz funeral is taking place.,neutral,contradiction,33.33%,other,False
"Four women in front of Odeon wear similar black, pink and white superman type shirts and jean skirts.",Four women are wearing jean skirts outside of a cinema.,entailment,neutral,40.00%,missed_entailment,False
"Four women in front of Odeon wear similar black, pink and white superman type shirts and jean skirts.",Four women are looking at their cellphones while the wait in a long line.,neutral,contradiction,21.43%,other,False
A bridal party assembles outside a stone building.,A bridal party is bathering outside a stone building.,entailment,contradiction,75.00%,"high_overlap, false_contradiction",False
Two men kayaking on the ocean near the shore while they fish.,There are two men in shallow water in kayaks.,neutral,entailment,25.00%,false_entailment,False
"The Rockettes perform on the street in front of Radio City Music Hall, as well as next to a cop car.",The performance was exiting.,neutral,contradiction,25.00%,short_hypothesis,False
"A woman dressed in a black sweater, blue jeans, and golden high heel boots is looking a merchandise in a storefront window.",A woman is standing in store.,neutral,entailment,66.67%,false_entailment,False
A group of young men are raking lives in front of a home.,Men are doing yard work,entailment,neutral,40.00%,missed_entailment,False
A group of men are playing basketball as the sun sets.,A couple men are on a basketball court.,neutral,entailment,57.14%,false_entailment,False
A group of men are playing basketball as the sun sets.,There are two men with a basketball.,neutral,entailment,42.86%,false_entailment,False
Two Asian women talking and having drinks at a small round table.,Two ladies are sitting at the bar.,contradiction,neutral,28.57%,other,False
An elderly woman crafts a design on a loom.,The woman is sewing.,neutral,entailment,25.00%,"short_hypothesis, false_entailment",False
"Two men dressed in identical white jackets with green numbers and logo are studying something on a cellphone with great interest, while other men, identically dressed and standing in a group with these two, are interested in something to their right.","Three men in matching jackets are standing together, one looking at a nearby person, the other two looking at a phone.",neutral,entailment,44.44%,"long_hypothesis, false_entailment",False
A busy kitchen preparing for the afternoon rush.,They are cooking.,neutral,entailment,0.00%,"negation, low_overlap, short_hypothesis, false_entailment",True
A man wearing a pink shirt and wearing glasses crouching down in front of a basket of clothing at the laundromat.,He wears contact lens.,contradiction,neutral,0.00%,"low_overlap, short_hypothesis",False
A black dog leaps from the water near a wooded shoreline,dog leaping from a snake,neutral,contradiction,60.00%,other,False
A woman is holding a dog on a leash in front of a small pier.,The little dog is restrained by the woman holding the leash,neutral,entailment,55.56%,false_entailment,False
A street filled with people walking and riding bikes.,An empty street usually filled with people walking and riding bikes.,contradiction,neutral,72.73%,high_overlap,False
Two men and one woman are performing music on a stage.,Musicians are spreading their passion on stage,neutral,entailment,28.57%,false_entailment,False
Two men and one woman are performing music on a stage.,Three musicians are performing at a concert,entailment,neutral,42.86%,missed_entailment,False
A man in a beanie doing a bike trick.,The man is upside down.,neutral,contradiction,20.00%,other,False
Man reading a book while working as a street vendor.,A man takes a break from his job to read.,neutral,contradiction,22.22%,other,False
A group of women observe as two men attempt to fix their bikes.,Three women observe as several men attempt to fix bikes.,neutral,contradiction,80.00%,"high_overlap, quantifier",False
A group of women observe as two men attempt to fix their bikes.,The women fix bikes as men watch.,contradiction,entailment,57.14%,missed_contradiction,False
Several black children sit at a table with colorful laptops in front of them.,A group black children sit at a table with their new colorful laptops.,entailment,neutral,66.67%,"quantifier, missed_entailment",False
Two dogs play together on the bed.,Two dogs wrestling with a sheet on a bed.,entailment,neutral,50.00%,missed_entailment,False
A person in a blue sweatshirt replaces letters in a theater marquee using a long pole.,"A person replaces letters on a marquee, as to not embarrass the theater for it.",entailment,neutral,35.71%,"negation, long_hypothesis, missed_entailment",True
A man selling or buying oranges on a cart in an outside supermarket.,A man is conducting business outside of a store.,neutral,entailment,37.50%,false_entailment,False
A marching band of kids while at a rodeo.,The kids are playing a song.,neutral,entailment,33.33%,false_entailment,False
A young man in a green sweatshirt holds a young boy with a blue backpack and a yellow sweatshirt in front of a run-down building.,A man is holding a young boy.,neutral,entailment,50.00%,false_entailment,False
A young man in a green sweatshirt holds a young boy with a blue backpack and a yellow sweatshirt in front of a run-down building.,A man is chasing after a young boy who is running after a ball.,contradiction,neutral,40.00%,other,False
A man speaking or singing into a microphone while playing the piano.,An entertainer is tickling the ivories.,entailment,contradiction,16.67%,"negation, low_overlap, false_contradiction",True
Three workers bent over pulling grass.,Three workers bent over backwards,neutral,contradiction,80.00%,high_overlap,False
A person is sitting in front of three blue and white port-o-potties with a mop propped against them.,A person is sitting near portable toilets.,entailment,neutral,57.14%,missed_entailment,False
"A woman lies on a bed with a red, orange, and blue striped comforter crumpled up next to her.",A woman wakes up.,neutral,entailment,50.00%,"short_hypothesis, false_entailment",False
"A japanese person with bleached blond-hair set in a design with spikes, wearing a black leather jacket.",The biker in black leather has spiky blond hair.,neutral,entailment,33.33%,false_entailment,False
Three glass elevators with people inside of them.,tourists looking out of glass elevators.,entailment,neutral,33.33%,missed_entailment,False
Six workers are working on the train tracks.,Sex workers are on strike at the train tracks.,contradiction,neutral,66.67%,other,False
"A little boy is kneeling on the floor, scribbling with an orange and blue crayon on a paper, at a little table with the arm of a man resting on the table.",the boy and man are talking among themselves,contradiction,neutral,50.00%,other,False
A man sits beside parked cars on a city street.,A man is sitting on a bench.,neutral,contradiction,50.00%,other,False
"A man in a black shirt is working out in a gym, while a woman behind him is on a treadmill.",This women's-only gym is packed with numerous customers.,contradiction,neutral,12.50%,low_overlap,False
A light colored dog splashes through the water.,The dog is having fun in the water.,entailment,neutral,42.86%,missed_entailment,False
A man snowboards.,A man is standing on a snowboard.,entailment,neutral,33.33%,"negation, missed_entailment",True
A girl in a child's swimming pool.,A girl in a small swimming pool.,entailment,neutral,83.33%,"high_overlap, missed_entailment",False
The people ride down the road on sleds.,The sleds carry the people along the road,entailment,contradiction,50.00%,false_contradiction,False
The people ride down the road on sleds.,The sleds slide easily on the powdery snow,neutral,contradiction,28.57%,negation,True
A man wearing padded arm protection is being bitten by a German shepherd dog.,A man bit a dog.,contradiction,entailment,75.00%,"high_overlap, missed_contradiction",False
A man wearing padded arm protection is being bitten by a German shepherd dog.,A man is bitten by a dog while training the dog.,entailment,neutral,60.00%,missed_entailment,False
Santa Claus being photographed at a holiday media event.,Santa Claus is the center of attention as usual.,neutral,entailment,22.22%,false_entailment,False
A young child is being held by another child looking straight at us.,The child is forty years old.,contradiction,neutral,33.33%,negation,True
Javelin competition,The javelin competition was cancelled due to rain.,neutral,contradiction,25.00%,other,False
"With the sun rising, a person is gliding with a huge parachute attached to them.",The person is falling to saftey with the parachute,entailment,neutral,75.00%,"high_overlap, missed_entailment",False
A baseball player is sliding into a base while the baseman is catching an incoming ball during a major league baseball game.,A baseball player slides into home.,neutral,contradiction,66.67%,other,False
"A man in a blue plaid shirt and blue jeans, wearing a black helmet, pauses to drink water next to a large blue steel corrugated tube.",A man is drinking soda at a soda fountain.,contradiction,neutral,28.57%,other,False
"A man in a blue plaid shirt and blue jeans, wearing a black helmet, pauses to drink water next to a large blue steel corrugated tube.",The man is drinking water indoors.,neutral,contradiction,33.33%,other,False
Two boys laying tile in a bathroom.,Some kids are working.,entailment,neutral,0.00%,"low_overlap, short_hypothesis, quantifier, missed_entailment",False
Two boys laying tile in a bathroom.,Some boys repair a bathroom.,entailment,neutral,60.00%,"quantifier, missed_entailment",False
the shadow silhouette of a woman standing near the water looking at a large attraction on the other side.,She is eating a corn dog.,neutral,contradiction,16.67%,low_overlap,False
A race car sits in the pits.,The car is going fast.,contradiction,neutral,40.00%,other,False
"From afar, a person walks down a path through a brown field.",A person is on a walk.,neutral,entailment,40.00%,false_entailment,False
"From afar, a person walks down a path through a brown field.",A person takes a selfie.,contradiction,neutral,50.00%,other,False
Two elderly people are walking down the street on a sunny day.,The elderly people are walking their poodles in the park.,neutral,contradiction,55.56%,other,False
A bundled up Asian girl wearing a Camelbak and walking shoes walking her dog in a snowy forest.,A girl is walking through the Canadian tundra.,neutral,contradiction,37.50%,negation,True
Performers sing together on stage,The performers are singing solo.,contradiction,neutral,20.00%,other,False
An overweight man in a blue and black hooded sweatshirt works on a laptop computer outdoors.,A man does some work while sitting outside at a park.,entailment,neutral,20.00%,"quantifier, missed_entailment",False
A man in a straw hat shades his phone while others walk on a busy sidewalk.,The man is sitting on the sidewalk as others walk by him.,neutral,entailment,36.36%,false_entailment,False
A swimmer is getting out of a pool where people are swimming laps and is having her picture taken as a crowd looks on from the edge of the pool.,A swimmer is drying off,neutral,contradiction,60.00%,other,False
A Asian man in a red and yellow uniform diving for the birdie in a game,A birdie retrieves its uniform from a person,contradiction,neutral,42.86%,other,False
A Asian man in a red and yellow uniform diving for the birdie in a game,a person in a uniform does something,neutral,entailment,50.00%,false_entailment,False
"These two people in hats are standing on rocky terrain, with their arms around each other.",Two people are hugging.,neutral,entailment,75.00%,"high_overlap, short_hypothesis, quantifier, false_entailment",False
"These two people in hats are standing on rocky terrain, with their arms around each other.",Two people on rocky terrain waving at each other with both arms.,contradiction,neutral,50.00%,quantifier,False
A dog gnawing on a bone.,A dog found a bone,neutral,entailment,50.00%,false_entailment,False
